id,en,es,ja,zh,hi,fr,ar
msg.defeat_retreat,Enemy secured the objectives! Retreat!,¡El enemigo ha asegurado los objetivos! ¡Retirada!,敵が目標を確保した！撤退せよ！,敌人已占领目标！撤退！,दुश्मन ने लक्ष्य हासिल कर लिया है! पीछे हटो!,L'ennemi a sécurisé les objectifs ! Retraite !,لقد حقق العدو الأهداف! التراجع!
msg.victory_morale,Enemy morale broken! Victory!,¡Moral enemiga quebrada! ¡Victoria!,敵の士気は崩壊した！勝利だ！,敌军士气崩溃！胜利！,दुश्मन का मनोबल टूट गया! विजय!,Le moral de l'ennemi est brisé ! Victoire !,معنويات العدو محطمة! النصر!
msg.neutral_withdraw,Neutral forces withdraw!,¡Las fuerzas neutrales se retiran!,中立勢力は撤退せよ！,中立势力撤退！,तटस्थ सेनाएं पीछे हट गईं!,Les forces neutres se retirent !,انسحبوا أيها القوات المحايدة!
cmd.error.terrain_map_missing,Terrain map missing,Falta el mapa del terreno.,地形図がありません,地形图缺失,भू-भाग का नक्शा गायब है,Carte topographique manquante,خريطة التضاريس مفقودة
cmd.error.invalid_path_cost,Invalid path or cost,Ruta o costo no válidos,無効なパスまたはコスト,无效路径或成本,अमान्य पथ या लागत,Chemin ou coût invalide,مسار أو تكلفة غير صالحة
hud.task.default_eliminate_title,Eliminate Units,Eliminar unidades,ユニットを排除する,消除单位,इकाइयों को हटाएँ,Supprimer les unités,إلغاء الوحدات
hud.task.default_eliminate_desc,Defeat units of this faction.,Derrota a las unidades de esta facción.,この勢力の部隊を撃破せよ。,击败该阵营的部队。,इस गुट की इकाइयों को परास्त करें।,Vaincre les unités de cette faction.,اهزم وحدات هذا الفصيل.
hud.task.status_active,ACTIVE,ACTIVO,アクティブ,积极的,सक्रिय,ACTIF,نشيط
hud.task.status_unknown,UNKNOWN,DESCONOCIDO,未知,未知,अज्ञात,INCONNU,مجهول
hud.faction_player_upper,PLAYER,JUGADOR,プレーヤー,玩家,खिलाड़ी,JOUEUR,اللاعب
hud.faction_enemy_upper,ENEMY,ENEMIGO,敵,敌人,दुश्मन,ENNEMI,العدو
hud.faction_neutral_upper,NEUTRAL,NEUTRAL,中性,中性的,तटस्थ,NEUTRE,حيادي
weather.condition.name,{name} Condition,{nombre} Condición,{name} 条件,{名称} 条件,{नाम} स्थिति,Condition {nom},{name} الشرط
weather.sunny.name,Sunny,Soleado,晴れ,阳光明媚,धूप वाला,Ensoleillé,مشمس
weather.cloudy.name,Cloudy,Nublado,曇り,多云,बादलों से घिरा,Nuageux,غائم
weather.rainy.name,Rainy,Lluvioso,雨,雷尼,बरसाती,Pluvieux,ممطر
weather.arid.name,Arid,Árido,乾燥,干旱,शुष्क,Aride,قاحل
weather.windy.name,Windy,Ventoso,風が強い,风,तूफ़ानी,Venteux,عاصف
weather.calm.name,Calm,Calma,落ち着いた,冷静的,शांत,Calme,هادئ
weather.temperate.name,Temperate,Templado,温帯,温带,शीतोष्ण,Tempéré,معتدل
weather.parched.name,Parched,Tostado,喉が渇いた,干渴,सूखा,Desséché,جاف
weather.muggy.name,Muggy,Bochornoso,蒸し暑い,闷热,तर और गरम,Humeur étouffante,رطب
weather.overcast.name,Overcast,Nublado,曇り,灰蒙蒙,घटाटोप,Couvert,غائم جزئياً
weather.drizzle.name,Drizzle,Llovizna,霧雨,细雨,बूंदा बांदी,Bruine,رذاذ
weather.hot_winds.name,Hot Winds,Vientos calientes,熱風,热风,गर्म हवाएँ,Vents chauds,رياح حارة
weather.cold_winds.name,Cold Winds,Vientos fríos,冷たい風,寒风,ठंडी हवाएँ,Vents froids,رياح باردة
weather.storm_winds.name,Storm Winds,Vientos de tormenta,暴風,暴风,तूफानी हवाएँ,Vents de tempête,رياح عاصفة
weather.dust_storm.name,Dust Storm,Tormenta de polvo,砂嵐,尘暴,धूल से भरा हुआ तूफ़ान,Tempête de poussière,عاصفة ترابية
weather.condition.effects,Background influence. Focus +1.,Influencia del fondo. Enfoque +1.,背景の影響。フォーカス+1。,背景影响。专注度+1。,पृष्ठभूमि का प्रभाव। फोकस +1।,Influence du contexte. Focus +1.,تأثير الخلفية. التركيز +1.
weather.calm.effects,High stability. Focus +2.,Alta estabilidad. Enfoque +2.,高い安定性。フォーカス+2。,稳定性高。聚焦+2。,उच्च स्थिरता। फोकस +2।,Haute stabilité. Mise au point +2.,ثبات عالٍ. تركيز +2.
weather.temperate.effects,Focus +1,Enfoque +1,フォーカス+1,专注+1,फोकस +1,Concentration +1,التركيز +1
weather.parched.effects,Fatigue rises; fire spreads; water use up.,Aumenta la fatiga; se propaga el fuego; aumenta el consumo de agua.,疲労が増し、火が広がり、水の消費量が増加する。,疲劳加剧；火势蔓延；水资源消耗增加。,थकान बढ़ती है; आग फैलती है; पानी खत्म होता जाता है।,La fatigue augmente ; le feu se propage ; l'eau vient à manquer.,يزداد التعب؛ وينتشر الحريق؛ وينفد الماء.
weather.muggy.effects,Stamina recovery reduced; morale pressure.,Recuperación de la resistencia reducida; presión moral.,体力回復力の低下、士気低下。,体力恢复能力下降；士气低落。,सहनशक्ति की पुनर्प्राप्ति कम हो गई; मनोबल पर दबाव बढ़ गया।,Récupération d'endurance réduite ; pression sur le moral.,انخفاض القدرة على التعافي؛ ضغط معنوي.
weather.overcast.effects,Reduced light and visibility; cooler.,Menos luz y visibilidad; más frío.,光量と視界が減少。気温も低下。,光线和能见度降低；更凉爽。,कम रोशनी और कम दृश्यता; ठंडा।,Lumière et visibilité réduites ; plus frais.,انخفاض الإضاءة والرؤية؛ برودة أكبر.
weather.drizzle.effects,Slick ground; fire suppressed.,Terreno resbaladizo; incendio sofocado.,地面が滑りやすいため、火災は鎮火された。,地面湿滑；火势已被扑灭。,फिसलन भरी जमीन; आग पर काबू पा लिया गया।,Terrain glissant ; feu maîtrisé.,أرض زلقة؛ تم إخماد الحريق.
weather.hot_winds.effects,Rapid fatigue; fire spread; forced move.,Fatiga rápida; propagación del fuego; traslado forzoso.,急速な疲労；火災の延焼；強制的な移動。,快速疲劳；火势蔓延；被迫转移。,तीव्र थकान; आग का फैलना; जबरन स्थानांतरण।,Fatigue rapide ; propagation du feu ; déplacement forcé.,إرهاق سريع؛ انتشار الحريق؛ انتقال قسري.
weather.cold_winds.effects,Morale drain; heat loss; precision penalty.,Agotamiento de la moral; pérdida de calor; penalización por precisión.,士気低下、熱損失、精度低下。,士气低落；热量损失；精度下降。,मनोबल में गिरावट; ऊर्जा की हानि; सटीकता में कमी।,Baisse du moral ; perte de chaleur ; pénalité de précision.,استنزاف الروح المعنوية؛ فقدان الحرارة؛ عقوبة الدقة.
weather.storm_winds.effects,Lightning risk; heavy visibility loss.,Riesgo de rayos; gran pérdida de visibilidad.,落雷の危険性あり。視界が著しく悪化する。,雷击风险；能见度严重降低。,बिजली गिरने का खतरा; दृश्यता में भारी कमी।,Risque de foudre ; forte réduction de la visibilité.,خطر الصواعق؛ انخفاض حاد في مستوى الرؤية.
weather.dust_storm.effects,Severe visibility reduction; move penalty.,Reducción severa de la visibilidad; penalización por movimiento.,視界が著しく低下する。移動にペナルティが発生する。,能见度严重降低；需进行车辆移动处罚。,दृश्यता में भारी कमी; स्थानांतरण दंड।,Visibilité fortement réduite ; pénalité de déplacement.,انخفاض حاد في مستوى الرؤية؛ عقوبة على تغيير الاتجاه.
weather.parched.metaphor,Cracked earth and shimmering heat.,Tierra agrietada y calor vibrante.,ひび割れた大地と、ゆらめく熱気。,龟裂的土地和灼热的阳光。,फटी हुई धरती और झिलमिलाती गर्मी।,Terre craquelée et chaleur scintillante.,أرض متشققة وحرارة متلألئة.
weather.muggy.metaphor,Heavy air that clings to the skin.,Aire denso que se adhiere a la piel.,肌にまとわりつくような重い空気。,沉重的空气黏在皮肤上。,भारी हवा जो त्वचा से चिपक जाती है।,L'air lourd qui colle à la peau.,هواء ثقيل يلتصق بالجلد.
weather.overcast.metaphor,A blanket of grey obscuring the sun.,Un manto gris ocultaba el sol.,灰色の毛布が太陽を覆い隠している。,一层灰蒙蒙的天空遮蔽了阳光。,सूर्य को ढकने वाली धूसर चादर।,Un voile gris obscurcit le soleil.,غطاء رمادي يحجب الشمس.
weather.drizzle.metaphor,Soft mist and damp stone.,Bruma suave y piedra húmeda.,柔らかな霧と湿った石。,薄雾缭绕，石面湿润。,हल्की धुंध और नम पत्थर।,Brume légère et pierres humides.,ضباب خفيف وحجارة رطبة.
weather.hot_winds.metaphor,A furnace blast of dry air.,Una ráfaga de aire seco del horno.,炉から吹き出す乾燥した空気。,一股干燥的空气从炉膛喷出。,भट्टी जैसी शुष्क हवा का तेज झोंका।,Un souffle d'air sec provenant d'une fournaise.,اندفاع هواء جاف قوي من الفرن.
